Product Name,Category,Ingredients,Quantity Sold,Price,Cost per Unit,Total Revenue,Discount Applied,Customer Segment,Order Date,Expiration Date,Shelf Life (Days),Customer Age,Customer Gender,Payment Method,Order Type,Wastage Quantity,Review Rating,Packaging Type,When the Product Was Bought
Chocolate Cake,Pastries,"Cocoa, Flour, Milk",1,153,91.8,153,True,Individual,2025-04-24,2025-04-28,4,52,Male,Debit Card,Bulk,2,3.5,Plastic Wrap,2025-04-24
Fruit Tart,Tarts,"Eggs, Flour, Cocoa",3,180,108.0,540,True,Individual,2025-04-21,2025-04-25,4,56,Female,Credit Card,Single,1,1.3,Cloth Bag,2025-04-21
Fruit Tart,Pastries,"Baking Powder, Eggs, Cocoa",2,296,177.6,592,True,Individual,2025-04-17,2025-04-20,3,23,Other,Credit Card,Bulk,1,4.8,Cloth Bag,2025-04-17
Cheese Pastry,Cakes,"Cocoa, Flour, Milk",3,125,75.0,375,True,Business,2025-04-22,2025-04-26,4,56,Other,Debit Card,Single,1,2.1,Paper Box,2025-04-22
Brownie,Baked Goods,"Sugar, Flour, Butter",1,234,140.4,234,False,Family,2025-04-11,2025-04-16,5,45,Other,Credit Card,Single,0,1.7,Plastic Wrap,2025-04-11
Chocolate Cake,Pastries,"Flour, Butter, Sugar",2,290,174.0,580,False,Individual,2025-04-23,2025-04-27,4,31,Male,UPI,Single,1,3.2,Cloth Bag,2025-04-23
Brownie,Tarts,"Cocoa, Flour, Eggs",1,283,169.8,283,False,Family,2025-04-17,2025-04-20,3,27,Male,Cash,Bulk,1,4.0,Plastic Wrap,2025-04-17
Croissant,Cupcakes,"Flour, Cocoa, Eggs",2,116,69.6,232,True,Family,2025-04-20,2025-04-23,3,29,Male,Cash,Bulk,0,4.8,Plastic Wrap,2025-04-20
Cheese Pastry,Pastries,"Flour, Milk, Cocoa",3,287,172.2,861,True,Family,2025-04-23,2025-04-26,3,25,Male,Cash,Single,2,4.8,Cloth Bag,2025-04-23
Cheese Pastry,Pastries,"Baking Powder, Eggs, Flour",1,158,94.8,158,True,Family,2025-04-13,2025-04-17,4,24,Female,Cash,Single,2,2.1,Cloth Bag,2025-04-13
Chocolate Cake,Cupcakes,"Milk, Baking Powder, Butter",1,101,60.6,101,True,Family,2025-04-21,2025-04-25,4,24,Female,Credit Card,Bulk,0,1.7,Plastic Wrap,2025-04-21
Croissant,Cakes,"Baking Powder, Eggs, Flour",2,217,130.2,434,False,Individual,2025-04-13,2025-04-16,3,31,Other,Debit Card,Single,0,3.8,Plastic Wrap,2025-04-13
Croissant,Cupcakes,"Cocoa, Sugar, Milk",1,103,61.8,103,False,Individual,2025-04-14,2025-04-20,6,46,Other,UPI,Single,2,1.8,Cloth Bag,2025-04-14
Vanilla Cupcake,Cupcakes,"Sugar, Eggs, Milk",1,105,63.0,105,True,Individual,2025-04-24,2025-04-30,6,54,Female,Debit Card,Single,2,4.8,Plastic Wrap,2025-04-24
Sourdough,Tarts,"Baking Powder, Butter, Milk",1,202,121.2,202,False,Family,2025-04-21,2025-04-25,4,24,Male,Cash,Bulk,0,3.6,Plastic Wrap,2025-04-21
Croissant,Baked Goods,"Sugar, Flour, Eggs",1,167,100.2,167,False,Individual,2025-04-23,2025-04-26,3,52,Other,Debit Card,Single,0,1.9,Plastic Wrap,2025-04-23
Sourdough,Baked Goods,"Butter, Baking Powder, Milk",2,130,78.0,260,True,Business,2025-04-22,2025-04-26,4,60,Other,Cash,Bulk,1,2.2,Cloth Bag,2025-04-22
Chocolate Cake,Baked Goods,"Baking Powder, Cocoa, Flour",2,255,153.0,510,False,Individual,2025-04-13,2025-04-17,4,28,Female,UPI,Single,1,3.4,Cloth Bag,2025-04-13
Muffin,Pastries,"Flour, Eggs, Milk",1,70,42.0,70,True,Family,2025-04-17,2025-04-23,6,19,Other,Credit Card,Single,0,2.8,Paper Box,2025-04-17
Vanilla Cupcake,Cupcakes,"Sugar, Milk, Cocoa",1,214,128.4,214,False,Individual,2025-04-19,2025-04-23,4,29,Male,Credit Card,Single,0,1.5,Cloth Bag,2025-04-19
Chocolate Cake,Cakes,"Butter, Eggs, Baking Powder",1,75,45.0,75,False,Business,2025-04-12,2025-04-17,5,19,Male,UPI,Single,2,1.3,Plastic Wrap,2025-04-12
Vanilla Cupcake,Baked Goods,"Butter, Eggs, Cocoa",1,272,163.2,272,True,Individual,2025-04-11,2025-04-14,3,58,Male,UPI,Bulk,1,1.0,Plastic Wrap,2025-04-11
Brownie,Baked Goods,"Baking Powder, Eggs, Flour",3,204,122.4,612,True,Business,2025-04-11,2025-04-15,4,45,Other,Debit Card,Bulk,0,5.0,Cloth Bag,2025-04-11
Brownie,Baked Goods,"Milk, Baking Powder, Butter",1,131,78.6,131,True,Business,2025-04-17,2025-04-23,6,53,Male,Cash,Single,1,1.6,Plastic Wrap,2025-04-17
Fruit Tart,Cakes,"Butter, Eggs, Sugar",3,132,79.2,396,False,Business,2025-04-18,2025-04-22,4,49,Female,UPI,Single,2,2.0,Paper Box,2025-04-18
Fruit Tart,Baked Goods,"Baking Powder, Milk, Sugar",3,217,130.2,651,False,Family,2025-04-19,2025-04-23,4,24,Other,Credit Card,Bulk,2,3.9,Cloth Bag,2025-04-19
Brownie,Cupcakes,"Eggs, Cocoa, Flour",2,215,129.0,430,False,Family,2025-04-10,2025-04-14,4,25,Female,Debit Card,Single,1,1.9,Cloth Bag,2025-04-10
Vanilla Cupcake,Pastries,"Cocoa, Baking Powder, Milk",3,163,97.8,489,False,Business,2025-04-19,2025-04-25,6,31,Male,Debit Card,Single,2,2.8,Paper Box,2025-04-19
Fruit Tart,Cakes,"Eggs, Cocoa, Baking Powder",1,249,149.4,249,False,Family,2025-04-21,2025-04-26,5,53,Female,Debit Card,Single,1,1.5,Cloth Bag,2025-04-21
Cheese Pastry,Pastries,"Butter, Eggs, Sugar",2,286,171.6,572,True,Family,2025-04-16,2025-04-20,4,45,Male,Debit Card,Bulk,0,3.6,Cloth Bag,2025-04-16
Brownie,Baked Goods,"Sugar, Cocoa, Butter",3,268,160.8,804,False,Business,2025-04-21,2025-04-27,6,55,Female,Credit Card,Bulk,2,3.2,Plastic Wrap,2025-04-21
Brownie,Pastries,"Baking Powder, Milk, Cocoa",3,52,31.2,156,False,Family,2025-04-18,2025-04-21,3,46,Male,Credit Card,Single,2,4.2,Paper Box,2025-04-18
Cheese Pastry,Tarts,"Eggs, Flour, Baking Powder",3,268,160.8,804,False,Business,2025-04-18,2025-04-21,3,31,Female,Debit Card,Bulk,2,3.5,Cloth Bag,2025-04-18
Cheese Pastry,Tarts,"Milk, Cocoa, Butter",3,137,82.2,411,False,Individual,2025-04-23,2025-04-29,6,38,Female,Cash,Single,2,4.6,Plastic Wrap,2025-04-23
Chocolate Cake,Cakes,"Flour, Sugar, Butter",2,82,49.2,164,True,Family,2025-04-22,2025-04-26,4,55,Male,UPI,Bulk,1,3.6,Plastic Wrap,2025-04-22
Brownie,Baked Goods,"Flour, Baking Powder, Sugar",3,204,122.4,612,False,Business,2025-04-21,2025-04-25,4,35,Female,Credit Card,Bulk,2,3.3,Paper Box,2025-04-21
Chocolate Cake,Pastries,"Sugar, Butter, Milk",3,209,125.4,627,True,Family,2025-04-22,2025-04-26,4,37,Female,Cash,Single,1,1.5,Plastic Wrap,2025-04-22
Chocolate Cake,Cakes,"Cocoa, Eggs, Flour",2,103,61.8,206,False,Family,2025-04-21,2025-04-24,3,60,Female,Credit Card,Bulk,1,4.6,Cloth Bag,2025-04-21
Muffin,Cakes,"Eggs, Milk, Baking Powder",3,237,142.2,711,True,Individual,2025-04-23,2025-04-26,3,42,Other,Cash,Single,1,2.7,Paper Box,2025-04-23
Fruit Tart,Pastries,"Sugar, Butter, Cocoa",1,211,126.6,211,False,Individual,2025-04-16,2025-04-22,6,57,Male,Debit Card,Single,0,3.9,Cloth Bag,2025-04-16
Muffin,Tarts,"Baking Powder, Flour, Eggs",3,125,75.0,375,True,Business,2025-04-20,2025-04-25,5,21,Female,UPI,Single,1,2.4,Plastic Wrap,2025-04-20
Cheese Pastry,Cakes,"Butter, Flour, Cocoa",2,164,98.4,328,False,Business,2025-04-21,2025-04-26,5,34,Male,Debit Card,Bulk,1,1.5,Plastic Wrap,2025-04-21
Fruit Tart,Tarts,"Sugar, Cocoa, Eggs",2,261,156.6,522,True,Individual,2025-04-17,2025-04-23,6,39,Other,UPI,Single,0,1.7,Plastic Wrap,2025-04-17
Cheese Pastry,Cakes,"Sugar, Cocoa, Milk",3,124,74.4,372,True,Individual,2025-04-24,2025-04-28,4,49,Male,UPI,Bulk,0,2.0,Plastic Wrap,2025-04-24
Cheese Pastry,Pastries,"Milk, Sugar, Butter",1,170,102.0,170,False,Individual,2025-04-24,2025-04-30,6,41,Other,UPI,Bulk,0,4.1,Cloth Bag,2025-04-24
Vanilla Cupcake,Pastries,"Flour, Cocoa, Baking Powder",3,117,70.2,351,False,Family,2025-04-14,2025-04-18,4,30,Other,Debit Card,Bulk,2,1.6,Paper Box,2025-04-14
Sourdough,Pastries,"Butter, Eggs, Sugar",1,277,166.2,277,True,Individual,2025-04-21,2025-04-26,5,50,Female,UPI,Bulk,2,2.3,Paper Box,2025-04-21
Fruit Tart,Cupcakes,"Butter, Eggs, Baking Powder",2,129,77.4,258,True,Individual,2025-04-10,2025-04-16,6,38,Other,Credit Card,Single,1,4.0,Paper Box,2025-04-10
Fruit Tart,Cakes,"Cocoa, Flour, Baking Powder",3,262,157.2,786,False,Family,2025-04-22,2025-04-25,3,49,Male,Credit Card,Single,0,3.2,Plastic Wrap,2025-04-22
Fruit Tart,Baked Goods,"Flour, Cocoa, Milk",2,220,132.0,440,False,Business,2025-04-10,2025-04-13,3,50,Male,Credit Card,Single,0,3.6,Cloth Bag,2025-04-10
Vanilla Cupcake,Cakes,"Flour, Baking Powder, Butter",3,67,40.2,201,False,Individual,2025-04-16,2025-04-21,5,24,Other,UPI,Bulk,1,4.2,Plastic Wrap,2025-04-16
Muffin,Tarts,"Eggs, Baking Powder, Cocoa",1,144,86.4,144,True,Family,2025-04-23,2025-04-29,6,41,Male,Debit Card,Bulk,2,4.1,Plastic Wrap,2025-04-23
Chocolate Cake,Cakes,"Flour, Cocoa, Butter",3,263,157.8,789,True,Individual,2025-04-12,2025-04-15,3,37,Female,UPI,Single,1,1.6,Paper Box,2025-04-12
Vanilla Cupcake,Baked Goods,"Baking Powder, Milk, Flour",1,274,164.4,274,False,Business,2025-04-16,2025-04-22,6,47,Male,Cash,Bulk,2,3.4,Cloth Bag,2025-04-16
Brownie,Baked Goods,"Eggs, Butter, Sugar",3,50,30.0,150,False,Individual,2025-04-14,2025-04-19,5,26,Female,Debit Card,Single,2,3.4,Paper Box,2025-04-14
Croissant,Cakes,"Milk, Baking Powder, Eggs",3,250,150.0,750,False,Individual,2025-04-17,2025-04-21,4,49,Female,Credit Card,Bulk,0,4.3,Plastic Wrap,2025-04-17
Fruit Tart,Cupcakes,"Eggs, Sugar, Baking Powder",2,180,108.0,360,False,Business,2025-04-11,2025-04-15,4,59,Other,Cash,Single,2,4.8,Cloth Bag,2025-04-11
Croissant,Tarts,"Sugar, Eggs, Flour",3,266,159.6,798,True,Business,2025-04-20,2025-04-26,6,30,Female,UPI,Single,1,2.0,Plastic Wrap,2025-04-20
Brownie,Cakes,"Butter, Sugar, Eggs",2,120,72.0,240,False,Family,2025-04-10,2025-04-16,6,28,Male,Credit Card,Single,1,4.0,Plastic Wrap,2025-04-10
Cheese Pastry,Pastries,"Cocoa, Eggs, Baking Powder",3,112,67.2,336,False,Family,2025-04-24,2025-04-27,3,48,Female,UPI,Single,0,1.9,Cloth Bag,2025-04-24
Fruit Tart,Baked Goods,"Flour, Sugar, Milk",2,57,34.2,114,False,Business,2025-04-20,2025-04-26,6,33,Female,Cash,Bulk,0,4.4,Plastic Wrap,2025-04-20
Muffin,Cakes,"Cocoa, Flour, Baking Powder",2,106,63.6,212,True,Family,2025-04-12,2025-04-15,3,36,Female,Debit Card,Bulk,2,3.8,Cloth Bag,2025-04-12
Cheese Pastry,Baked Goods,"Cocoa, Baking Powder, Milk",1,257,154.2,257,False,Family,2025-04-19,2025-04-25,6,28,Male,Credit Card,Bulk,1,3.9,Cloth Bag,2025-04-19
Muffin,Cakes,"Sugar, Baking Powder, Flour",2,131,78.6,262,False,Family,2025-04-16,2025-04-21,5,49,Other,Cash,Bulk,0,1.4,Paper Box,2025-04-16
Muffin,Cakes,"Eggs, Baking Powder, Milk",3,274,164.4,822,True,Family,2025-04-21,2025-04-26,5,44,Male,Debit Card,Single,2,1.5,Plastic Wrap,2025-04-21
Chocolate Cake,Pastries,"Flour, Baking Powder, Cocoa",3,284,170.4,852,False,Family,2025-04-18,2025-04-24,6,41,Other,Debit Card,Bulk,1,2.2,Plastic Wrap,2025-04-18
Cheese Pastry,Pastries,"Milk, Butter, Cocoa",3,117,70.2,351,False,Individual,2025-04-16,2025-04-21,5,35,Male,Credit Card,Bulk,1,2.7,Paper Box,2025-04-16
Muffin,Tarts,"Eggs, Sugar, Baking Powder",1,156,93.6,156,False,Business,2025-04-18,2025-04-24,6,59,Male,Debit Card,Bulk,0,5.0,Paper Box,2025-04-18
Croissant,Tarts,"Cocoa, Butter, Eggs",1,119,71.4,119,False,Individual,2025-04-11,2025-04-15,4,29,Other,UPI,Bulk,2,3.7,Paper Box,2025-04-11
Croissant,Baked Goods,"Sugar, Flour, Baking Powder",2,284,170.4,568,True,Business,2025-04-12,2025-04-16,4,46,Other,Credit Card,Single,1,2.1,Plastic Wrap,2025-04-12
Cheese Pastry,Tarts,"Milk, Sugar, Baking Powder",3,50,30.0,150,False,Individual,2025-04-13,2025-04-17,4,38,Female,Credit Card,Single,0,1.6,Paper Box,2025-04-13
Cheese Pastry,Cakes,"Eggs, Flour, Butter",1,162,97.2,162,False,Individual,2025-04-17,2025-04-20,3,50,Female,Debit Card,Bulk,0,2.3,Paper Box,2025-04-17
Sourdough,Baked Goods,"Cocoa, Baking Powder, Butter",2,293,175.8,586,False,Individual,2025-04-13,2025-04-19,6,40,Male,UPI,Bulk,1,1.8,Plastic Wrap,2025-04-13
Cheese Pastry,Baked Goods,"Milk, Butter, Eggs",3,149,89.4,447,True,Business,2025-04-16,2025-04-21,5,48,Male,Credit Card,Single,0,4.7,Cloth Bag,2025-04-16
Croissant,Tarts,"Eggs, Flour, Sugar",3,212,127.2,636,False,Business,2025-04-22,2025-04-27,5,31,Other,UPI,Single,0,2.8,Cloth Bag,2025-04-22
Vanilla Cupcake,Cupcakes,"Cocoa, Eggs, Sugar",1,80,48.0,80,True,Family,2025-04-10,2025-04-13,3,48,Male,Cash,Bulk,1,4.2,Plastic Wrap,2025-04-10
Sourdough,Cakes,"Baking Powder, Butter, Milk",1,219,131.4,219,True,Individual,2025-04-12,2025-04-18,6,51,Other,UPI,Single,1,2.5,Plastic Wrap,2025-04-12
Cheese Pastry,Baked Goods,"Milk, Cocoa, Sugar",1,182,109.2,182,True,Family,2025-04-10,2025-04-16,6,27,Other,Cash,Bulk,1,1.7,Cloth Bag,2025-04-10
Fruit Tart,Cupcakes,"Butter, Flour, Baking Powder",2,223,133.8,446,True,Business,2025-04-19,2025-04-23,4,38,Other,Credit Card,Single,2,2.8,Paper Box,2025-04-19
Sourdough,Cakes,"Sugar, Flour, Milk",1,178,106.8,178,True,Individual,2025-04-11,2025-04-14,3,40,Female,UPI,Bulk,0,5.0,Paper Box,2025-04-11
Croissant,Pastries,"Flour, Milk, Cocoa",3,185,111.0,555,True,Business,2025-04-21,2025-04-25,4,40,Other,Cash,Bulk,1,3.2,Cloth Bag,2025-04-21
Brownie,Cupcakes,"Butter, Sugar, Milk",1,143,85.8,143,True,Business,2025-04-21,2025-04-26,5,27,Male,Cash,Single,1,3.0,Paper Box,2025-04-21
Muffin,Baked Goods,"Butter, Baking Powder, Cocoa",3,241,144.6,723,True,Individual,2025-04-17,2025-04-21,4,23,Female,UPI,Bulk,1,2.5,Plastic Wrap,2025-04-17
Brownie,Tarts,"Eggs, Butter, Sugar",1,232,139.2,232,False,Family,2025-04-22,2025-04-25,3,51,Female,Debit Card,Bulk,1,3.1,Cloth Bag,2025-04-22
Brownie,Baked Goods,"Eggs, Butter, Cocoa",3,212,127.2,636,False,Family,2025-04-24,2025-04-29,5,32,Male,Credit Card,Bulk,1,3.8,Cloth Bag,2025-04-24
Brownie,Cakes,"Baking Powder, Sugar, Milk",3,76,45.6,228,True,Business,2025-04-21,2025-04-26,5,33,Other,Credit Card,Single,1,1.6,Plastic Wrap,2025-04-21
Chocolate Cake,Pastries,"Butter, Sugar, Baking Powder",2,150,90.0,300,False,Individual,2025-04-17,2025-04-21,4,35,Other,Debit Card,Bulk,2,3.5,Plastic Wrap,2025-04-17
Vanilla Cupcake,Pastries,"Cocoa, Sugar, Butter",1,288,172.8,288,False,Family,2025-04-21,2025-04-24,3,22,Male,Debit Card,Bulk,0,2.4,Cloth Bag,2025-04-21
Fruit Tart,Tarts,"Flour, Eggs, Sugar",2,66,39.6,132,False,Individual,2025-04-15,2025-04-21,6,49,Male,Credit Card,Single,0,4.3,Plastic Wrap,2025-04-15
Sourdough,Tarts,"Butter, Sugar, Milk",3,291,174.6,873,True,Business,2025-04-13,2025-04-19,6,19,Female,UPI,Single,2,3.8,Paper Box,2025-04-13
Fruit Tart,Cakes,"Butter, Baking Powder, Milk",2,88,52.8,176,False,Family,2025-04-19,2025-04-22,3,35,Female,Credit Card,Bulk,2,2.9,Plastic Wrap,2025-04-19
Muffin,Baked Goods,"Eggs, Milk, Sugar",1,237,142.2,237,False,Business,2025-04-22,2025-04-25,3,18,Male,UPI,Single,1,1.5,Paper Box,2025-04-22
Sourdough,Pastries,"Baking Powder, Eggs, Butter",3,208,124.8,624,False,Family,2025-04-14,2025-04-20,6,59,Female,Debit Card,Bulk,1,1.7,Plastic Wrap,2025-04-14
Sourdough,Cakes,"Sugar, Eggs, Milk",3,130,78.0,390,True,Business,2025-04-24,2025-04-27,3,35,Male,Debit Card,Bulk,1,3.4,Paper Box,2025-04-24
Vanilla Cupcake,Tarts,"Flour, Baking Powder, Butter",1,132,79.2,132,True,Family,2025-04-11,2025-04-17,6,40,Other,UPI,Bulk,0,4.3,Plastic Wrap,2025-04-11
Sourdough,Baked Goods,"Flour, Eggs, Butter",2,94,56.4,188,True,Family,2025-04-11,2025-04-15,4,31,Female,UPI,Single,2,3.0,Plastic Wrap,2025-04-11
Brownie,Pastries,"Sugar, Cocoa, Eggs",3,276,165.6,828,True,Family,2025-04-18,2025-04-22,4,19,Male,UPI,Single,1,2.5,Cloth Bag,2025-04-18
Brownie,Cupcakes,"Cocoa, Baking Powder, Flour",1,270,162.0,270,False,Individual,2025-04-16,2025-04-19,3,30,Female,Credit Card,Bulk,1,2.7,Plastic Wrap,2025-04-16
Vanilla Cupcake,Baked Goods,"Baking Powder, Eggs, Flour",2,151,90.6,302,False,Business,2025-04-16,2025-04-21,5,44,Female,Cash,Bulk,0,1.1,Cloth Bag,2025-04-16
Chocolate Cake,Cupcakes,"Milk, Baking Powder, Butter",3,296,177.6,888,False,Business,2025-04-17,2025-04-22,5,39,Other,Cash,Single,1,1.9,Paper Box,2025-04-17
Brownie,Tarts,"Cocoa, Eggs, Flour",2,276,165.6,552,False,Family,2025-04-22,2025-04-25,3,58,Male,Cash,Bulk,1,4.9,Cloth Bag,2025-04-22
Vanilla Cupcake,Pastries,"Cocoa, Flour, Eggs",2,109,65.4,218,False,Family,2025-04-14,2025-04-19,5,30,Male,Debit Card,Bulk,0,2.6,Cloth Bag,2025-04-14
Croissant,Baked Goods,"Sugar, Flour, Butter",2,172,103.2,344,False,Individual,2025-04-22,2025-04-27,5,32,Male,Credit Card,Bulk,1,4.2,Plastic Wrap,2025-04-22
Cheese Pastry,Cakes,"Eggs, Cocoa, Flour",2,165,99.0,330,True,Individual,2025-04-20,2025-04-26,6,26,Female,Debit Card,Bulk,1,4.4,Cloth Bag,2025-04-20
Cheese Pastry,Baked Goods,"Milk, Flour, Sugar",1,262,157.2,262,True,Individual,2025-04-15,2025-04-19,4,24,Other,Debit Card,Single,1,1.9,Plastic Wrap,2025-04-15
Vanilla Cupcake,Pastries,"Butter, Eggs, Cocoa",2,150,90.0,300,True,Individual,2025-04-21,2025-04-25,4,32,Male,Debit Card,Single,0,2.0,Cloth Bag,2025-04-21
Muffin,Cakes,"Baking Powder, Cocoa, Eggs",1,79,47.4,79,False,Business,2025-04-11,2025-04-15,4,36,Other,UPI,Single,1,2.0,Plastic Wrap,2025-04-11
Muffin,Baked Goods,"Flour, Baking Powder, Cocoa",2,155,93.0,310,True,Individual,2025-04-16,2025-04-19,3,47,Male,Debit Card,Single,0,3.4,Plastic Wrap,2025-04-16
Croissant,Baked Goods,"Milk, Sugar, Flour",2,298,178.8,596,True,Family,2025-04-10,2025-04-15,5,45,Other,UPI,Bulk,0,1.4,Paper Box,2025-04-10
Muffin,Cakes,"Sugar, Baking Powder, Cocoa",3,300,180.0,900,True,Family,2025-04-13,2025-04-16,3,19,Other,UPI,Bulk,0,4.3,Plastic Wrap,2025-04-13
Cheese Pastry,Baked Goods,"Eggs, Sugar, Cocoa",2,253,151.8,506,False,Business,2025-04-18,2025-04-23,5,35,Male,Credit Card,Single,2,4.9,Paper Box,2025-04-18
Chocolate Cake,Pastries,"Eggs, Butter, Baking Powder",3,272,163.2,816,True,Family,2025-04-24,2025-04-28,4,20,Other,Debit Card,Single,1,3.9,Paper Box,2025-04-24
Brownie,Baked Goods,"Butter, Milk, Baking Powder",2,203,121.8,406,False,Family,2025-04-20,2025-04-26,6,19,Male,Credit Card,Bulk,0,3.6,Cloth Bag,2025-04-20
Croissant,Baked Goods,"Cocoa, Sugar, Milk",2,278,166.8,556,True,Family,2025-04-18,2025-04-23,5,50,Female,Credit Card,Single,1,3.5,Cloth Bag,2025-04-18
Vanilla Cupcake,Pastries,"Eggs, Cocoa, Baking Powder",1,223,133.8,223,True,Individual,2025-04-13,2025-04-18,5,28,Female,UPI,Single,1,3.0,Paper Box,2025-04-13
Fruit Tart,Tarts,"Eggs, Flour, Sugar",2,136,81.6,272,True,Family,2025-04-18,2025-04-24,6,35,Other,Credit Card,Single,1,4.2,Cloth Bag,2025-04-18
Vanilla Cupcake,Baked Goods,"Baking Powder, Eggs, Butter",1,169,101.4,169,True,Individual,2025-04-18,2025-04-22,4,21,Other,Debit Card,Bulk,2,1.6,Cloth Bag,2025-04-18
Croissant,Baked Goods,"Butter, Cocoa, Sugar",2,144,86.4,288,True,Family,2025-04-10,2025-04-15,5,18,Other,UPI,Single,0,3.9,Cloth Bag,2025-04-10
Fruit Tart,Baked Goods,"Sugar, Butter, Flour",2,86,51.6,172,False,Family,2025-04-21,2025-04-26,5,33,Other,Debit Card,Bulk,0,3.2,Cloth Bag,2025-04-21
Croissant,Pastries,"Sugar, Baking Powder, Flour",3,99,59.4,297,True,Individual,2025-04-14,2025-04-17,3,37,Male,Cash,Single,2,2.6,Plastic Wrap,2025-04-14
Cheese Pastry,Pastries,"Milk, Flour, Baking Powder",2,233,139.8,466,False,Business,2025-04-12,2025-04-17,5,41,Male,Credit Card,Single,2,5.0,Paper Box,2025-04-12
Vanilla Cupcake,Cakes,"Cocoa, Flour, Milk",1,202,121.2,202,False,Business,2025-04-21,2025-04-25,4,31,Female,Debit Card,Bulk,0,4.1,Paper Box,2025-04-21
Chocolate Cake,Pastries,"Sugar, Eggs, Butter",3,152,91.2,456,True,Individual,2025-04-21,2025-04-25,4,37,Female,Cash,Bulk,1,1.6,Paper Box,2025-04-21
Sourdough,Cakes,"Eggs, Cocoa, Sugar",1,294,176.4,294,False,Business,2025-04-21,2025-04-25,4,32,Male,UPI,Bulk,1,2.1,Paper Box,2025-04-21
Sourdough,Cakes,"Baking Powder, Butter, Milk",3,297,178.2,891,True,Business,2025-04-23,2025-04-28,5,42,Other,Credit Card,Bulk,2,1.1,Plastic Wrap,2025-04-23
Vanilla Cupcake,Cakes,"Sugar, Flour, Butter",2,127,76.2,254,False,Individual,2025-04-22,2025-04-28,6,51,Male,Debit Card,Bulk,0,4.1,Cloth Bag,2025-04-22
Vanilla Cupcake,Baked Goods,"Milk, Cocoa, Butter",3,241,144.6,723,False,Individual,2025-04-21,2025-04-27,6,25,Other,Credit Card,Single,0,1.9,Cloth Bag,2025-04-21
Croissant,Baked Goods,"Sugar, Flour, Cocoa",3,122,73.2,366,False,Business,2025-04-16,2025-04-21,5,38,Other,UPI,Single,0,2.2,Plastic Wrap,2025-04-16
Muffin,Cupcakes,"Eggs, Butter, Baking Powder",1,216,129.6,216,False,Individual,2025-04-22,2025-04-25,3,36,Other,UPI,Single,2,2.6,Cloth Bag,2025-04-22
Fruit Tart,Cupcakes,"Butter, Sugar, Eggs",3,276,165.6,828,False,Family,2025-04-10,2025-04-16,6,43,Male,Debit Card,Single,2,3.4,Cloth Bag,2025-04-10
Sourdough,Pastries,"Cocoa, Butter, Eggs",2,253,151.8,506,True,Business,2025-04-10,2025-04-15,5,47,Male,Debit Card,Single,0,3.1,Cloth Bag,2025-04-10
Fruit Tart,Pastries,"Cocoa, Eggs, Sugar",3,170,102.0,510,False,Business,2025-04-15,2025-04-19,4,55,Other,Credit Card,Bulk,0,3.9,Cloth Bag,2025-04-15
Sourdough,Baked Goods,"Baking Powder, Flour, Milk",2,157,94.2,314,False,Business,2025-04-20,2025-04-26,6,27,Other,Cash,Bulk,1,5.0,Paper Box,2025-04-20
Brownie,Pastries,"Sugar, Cocoa, Butter",1,192,115.2,192,False,Individual,2025-04-24,2025-04-30,6,59,Male,Debit Card,Single,1,3.3,Plastic Wrap,2025-04-24
Croissant,Tarts,"Cocoa, Flour, Butter",1,100,60.0,100,False,Individual,2025-04-14,2025-04-18,4,22,Male,Cash,Single,0,1.6,Paper Box,2025-04-14
Fruit Tart,Tarts,"Flour, Sugar, Cocoa",1,221,132.6,221,False,Business,2025-04-12,2025-04-15,3,60,Female,Credit Card,Bulk,2,1.5,Cloth Bag,2025-04-12
Cheese Pastry,Cakes,"Cocoa, Eggs, Flour",3,66,39.6,198,False,Business,2025-04-19,2025-04-24,5,36,Male,Credit Card,Single,1,3.2,Paper Box,2025-04-19
Chocolate Cake,Baked Goods,"Milk, Butter, Eggs",3,75,45.0,225,True,Business,2025-04-20,2025-04-24,4,56,Other,UPI,Bulk,0,2.7,Plastic Wrap,2025-04-20
Vanilla Cupcake,Cakes,"Flour, Sugar, Milk",3,250,150.0,750,True,Family,2025-04-23,2025-04-29,6,59,Other,UPI,Single,1,1.0,Paper Box,2025-04-23
Cheese Pastry,Cakes,"Sugar, Butter, Eggs",1,290,174.0,290,False,Business,2025-04-24,2025-04-29,5,50,Female,Credit Card,Bulk,1,2.4,Plastic Wrap,2025-04-24
Cheese Pastry,Pastries,"Flour, Sugar, Cocoa",1,262,157.2,262,False,Business,2025-04-24,2025-04-27,3,27,Male,Debit Card,Bulk,0,4.1,Plastic Wrap,2025-04-24
Chocolate Cake,Cupcakes,"Eggs, Sugar, Baking Powder",3,130,78.0,390,False,Business,2025-04-21,2025-04-24,3,46,Female,UPI,Bulk,0,4.3,Plastic Wrap,2025-04-21
Cheese Pastry,Baked Goods,"Cocoa, Baking Powder, Eggs",3,114,68.4,342,False,Individual,2025-04-17,2025-04-21,4,46,Male,Cash,Bulk,1,3.4,Plastic Wrap,2025-04-17
Muffin,Cupcakes,"Eggs, Milk, Cocoa",1,144,86.4,144,True,Business,2025-04-17,2025-04-21,4,43,Female,Credit Card,Single,1,4.6,Cloth Bag,2025-04-17
Vanilla Cupcake,Pastries,"Flour, Baking Powder, Milk",2,116,69.6,232,True,Business,2025-04-24,2025-04-29,5,37,Female,Cash,Bulk,0,2.5,Cloth Bag,2025-04-24
